id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5149322430382869,PkH6j1BBj,3823883803,我的邻居叫刘下来,每日一善超话#阳光信用#人生本来就充满未知，一切被安排好反而无味。坚信朝着目标，一步一步地奋斗，就会迈向美好的未来。像五月的暖阳，青春充满朝气。像破土的新芽，青春充满活力，像欢腾的小河，青春流淌着我们的欢乐与迷惘。青春是稍纵即逝的梦，需要我们好好把握。在岁月中跋涉，每个人都有自己的故事，看淡心境才会秀丽，看开心情才会明媚。累是歇一歇，随清风漫舞，烦时静一静，与花草凝眸，急时缓一缓，和自己微笑。,,,,阳光信用,0,1,1,2025-03-29 00:00,每日一善超话,"https://wx4.sinaimg.cn/large/e3ebd61bly1hzx3n402hij20be0be752.jpg,https://wx3.sinaimg.cn/large/e3ebd61bly1hzx3n46n2hj20be0bet9j.jpg,https://wx4.sinaimg.cn/large/e3ebd61bly1hzx3n4bufdj20be0beq3p.jpg,https://wx2.sinaimg.cn/large/e3ebd61bly1hzx3n4inb7j20be0beq3n.jpg,https://wx1.sinaimg.cn/large/e3ebd61bly1hzx3n4o8nsj20be0be74x.jpg,https://wx3.sinaimg.cn/large/e3ebd61bly1hzx3n4u40kj20be0bedgf.jpg,https://wx1.sinaimg.cn/large/e3ebd61bly1hzx3n4zoybj20be0begmg.jpg,https://wx2.sinaimg.cn/large/e3ebd61bly1hzx3n57unnj20be0be0tn.jpg,https://wx1.sinaimg.cn/large/e3ebd61bly1hzx3n5dkb4j20be0be3zb.jpg",,,陕西,黄V
5149322430912452,PkH6j3PmY,5196936559,宇chenzi,日常超话好了，这回一起挨感冒😷了…我太难了她难受还能睡，我难受还要照顾她顶住！不能倒~,,,,,0,2,2,2025-03-29 00:00,日常超话,"https://wx2.sinaimg.cn/large/005FHOBpgy1hzx4kpatuxj30be0beq3c.jpg,https://wx4.sinaimg.cn/large/005FHOBpgy1hzx4kpuxpuj30be0beq3b.jpg,https://wx3.sinaimg.cn/large/005FHOBpgy1hzx4kq4a2zj30be0bet94.jpg,https://wx3.sinaimg.cn/large/005FHOBpgy1hzx4kqf5caj30be0beweu.jpg,https://wx4.sinaimg.cn/large/005FHOBpgy1hzx4krac9nj30be0bejrx.jpg,https://wx4.sinaimg.cn/large/005FHOBpgy1hzx4krldhpj30be0begm4.jpg,https://wx2.sinaimg.cn/large/005FHOBpgy1hzx4ksizepj30be0beq35.jpg,https://wx2.sinaimg.cn/large/005FHOBpgy1hzx4kth149j30be0bet8w.jpg,https://wx4.sinaimg.cn/large/005FHOBpgy1hzx4ktrdesj30be0bemx7.jpg",,,广西,黄V
5149322397356560,PkH6fuRMc,6040186763,咩宝世萌一,还是小爸爸顺便偷偷炫耀抢到了路演票,,,,,0,0,0,2025-03-28 23:59,iPhone客户端,https://wx4.sinaimg.cn/large/006AM0v9gy1hzx4lbzuhoj30u01bswji.jpg,,,浙江,普通用户
5149322270998835,PkH634bQf,5631860587,业余电视爱好者,3月27日电影大盘1469.27万，票房过百万4部哪吒之魔童闹海530.84万,,,,,0,0,0,2025-03-28 23:59,Redmi K70,https://wx4.sinaimg.cn/large/00698Id5ly1hzx4lloe8lj30u01psgu0.jpg,,,陕西,黄V
5149322251076520,PkH614w3e,2494490745,嗷呜一只王大鱼,藕饼超话#藕饼#手腕被乾坤圈牢牢束住，敖丙直觉有些不妙，他强扯出一个笑来同哪吒示好，试图让对方能以此放开自己，不至于像如今这样被捆住双手不说，人也被哪吒压在身下。“哪吒，你听我说……”“三太子打算同哪家的小龙成亲？”“我并未想过。”“哦，那这带子是哪里来的？”这东西敖丙实在解释不清，他不知道这东西是谁的，又何时夹在了他的衣带上。他回龙宫原本只是为了看看父王，恰逢有人同父王一起叙旧，出于礼貌他才稍作停留……哪吒不停他的话，只以自己看到的为真，他问过龙宫里的老龟，老龟说的定不会是哄他的，那句三太子将要成亲的话也定不是信口胡诌！“你不信我？”“你喜欢别人。”“我不曾！我一心都只在……在……”“你心在谁的身上？”敖丙抿抿唇没做声，他的心思实在不可说，对自己好友动了心，这让他如何能说出口！若是哪吒不曾同自己一样，只怕以后连朋友都没得做……哪吒虽如今声声质问，可那到底也只是怕自己成亲后再不会同他一起玩耍，只是朋友间的占有欲作祟罢了。“你放开我。”“你不说清楚，我才不放！”“那你倒是说为何非要我说清楚？”“我……我……”“你自己都不清楚，不过是怕我与别人成了亲不能再和你一起玩耍罢了！”“我不是！”“那你又是为何？”“我不知道！反正我不想你同别人成亲，谁都不行！”哪吒说不出来自己是什么想法，但他就是不想敖丙与别人亲近，除了他谁都不可以！“哪吒，我能不可能一辈子都……”“怎么不可以！我爹娘就行，市场的李婶和阿叔也行，我们凭什么不行？！”“他们是夫妻自然可以。”“那我们也做夫妻，我们也得一辈子都在一起。”“夫妻这话不能乱说……你又不喜欢我，我们做不得的……”“我喜欢你！”哪吒这话一出口两个人皆是一愣，敖丙偏过头让他莫要胡言，却又因哪吒这一句红透了耳朵。“我就是喜欢你，不止想和你做朋友，还想让你和我一辈子都在一起！”“你又不知道什么是喜……欢……”敖丙的喜欢因为哪吒突然的一个亲吻断成了两半，他愣愣的看着哪吒，又被接连亲了好几下，后知后觉的反应过来刷一下红透了整张脸，到嘴边的话变成了一句不知羞还给了哪吒。“敖丙，你脸和嘴唇都是软的！”“你、你，你怎可这般……这般……”“我能再亲你一下吗？”“……”,,,,藕饼,14,20,549,2025-03-28 23:59,藕饼超话,,,,黑龙江,红V
5149322203890209,PkH5Wgk1j,7285912154,吃了yang了个羊,韩剧有点东西,,,,,0,3,0,2025-03-28 23:59,iPhone 16(黑色),,,,四川,红V
5149322024059502,PkH5Eh23Q,7769168925,回忆夏_,跨圈换物超话补，sjz和饭制换哪吒,,,,,0,0,0,2025-03-28 23:58,跨圈换物超话,"https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4jmd79uj32o03k0kjo.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4jos3m0j32o03k0x6q.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4ju8mncj32o03k0u10.jpg,https://wx3.sinaimg.cn/large/008tMDKdgy1hzx4jwt8g7j32o03k0kjo.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4k11qjzj32o03k04qt.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4k4mz60j32o03k07wk.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4k7nszkj32o03k0npf.jpg,https://wx3.sinaimg.cn/large/008tMDKdgy1hzx4k9z62nj32o03k0x6r.jpg,https://wx4.sinaimg.cn/large/008tMDKdgy1hzx4kce4l8j32o03k0hdv.jpg",,,浙江,红V
5149321972942316,PkH5zclqI,6112543744,绿野仙踪0416好好生活,#李嘉诚4公司市值蒸发超781亿#拿了我的都要还回来，吃了我的都要吐出来,,,,李嘉诚4公司市值蒸发超781亿,0,0,1,2025-03-28 23:58,iPhone 13 Pro Max,,,,四川,普通用户
5149321960096732,PkH5y0pac,3758848384,萌爱兔菟,#生活手记#倘若生活如意，谁又愿意颠沛流离空有人间自由身，却非人间自由人05确实都是芝麻一样的小事，可是满地都是芝麻，足以让我捡到崩溃。@贾乃亮拥抱杨洋@小冰,,,"贾乃亮拥抱杨洋,小冰",生活手记,0,0,0,2025-03-28 23:58,OPPO智能手机,,,,山东,普通用户
5149321880144869,PkH5q0BGB,7844273101,悄悄来冲浪,李耕耘超话#和李耕耘一起健身打卡100天##和李耕耘一起健身打卡520天#打卡第121天今天还是打步行卡每次看演唱会都要从地铁走好久才能到检票口，人又多路又远，但是现在一想到可以算运动时长就不烦了李耕耘你的脸也太适合大屏幕了吧谢谢姐妹@耘边有块小蛋糕@小羊在耘里带了ID去打卡超大屏@种地吧李耕耘专栏·和李耕耘一起健身打卡100天,,,"耘边有块小蛋糕,小羊在耘里,种地吧李耕耘","和李耕耘一起健身打卡100天,和李耕耘一起健身打卡520天",0,59,60,2025-03-28 23:57,李耕耘超话,"https://wx3.sinaimg.cn/large/008yRLLTgy1hzx4j62g1kj30u01sr12y.jpg,https://wx4.sinaimg.cn/large/008yRLLTgy1hzx4jarsh2j30u01srqe4.jpg,https://wx4.sinaimg.cn/large/008yRLLTgy1hzx4jed9wsj30u01sr12x.jpg,https://wx4.sinaimg.cn/large/008yRLLTgy1hzx4jgddvvj30u01srdps.jpg,https://wx3.sinaimg.cn/large/008yRLLTgy1hzx4jy20a4j30k10zkgnl.jpg,https://wx3.sinaimg.cn/large/008yRLLTgy1hzx4jyj217j30u0140n14.jpg",,,江苏,黄V
5149307309656012,PkGHUEvY8,7274639179,_HappuPpy,#哪吒之魔童闹海#,,,,哪吒之魔童闹海,0,0,0,2025-03-28 22:59,魔童哪吒超话,,,,青海,普通用户
5149307175442535,PkGHHmPQP,2290269975,永远的俊味仙,龚俊超话#龚俊风过留痕#gj#龚俊叶谦#期待龚俊@龚俊Simon在《风过留痕》中饰演的刑警叶谦。每一个案件侦破背后，是你无数不眠的夜晚，是你追逐罪犯时的极速飞奔，期待与你早日相见！,,,龚俊Simon,"龚俊 风过留痕,龚俊 叶谦",0,1,0,2025-03-28 22:59,龚俊超话,,,,安徽,普通用户
5149307104923191,PkGHAkEKj,7387688515,鹤逐巫山-7,沈星回超话一些貌美星星✨,,,,,0,0,0,2025-03-28 22:59,沈星回超话,,"http://f.video.weibocdn.com/o0/IfephYMqlx08n2kqk7IA0104120014W80E010.mp4?label=mp4_720p&template=720x1600.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743253953&ssig=3S1j6tdkSY&KID=unistore,video",,河南,普通用户
5149306969921253,PkGHmFCYd,7794149475,小u要早睡_,感觉这个学校被哪吒入侵了。,,,,,0,2,1,2025-03-28 22:58,一琦老婆的Android,https://wx4.sinaimg.cn/large/008vtskjgy1hzx2s4q1cxj30zk1bf110.jpg,,,广东,黄V
5149306925094254,PkGHilnfo,7796994381,ID老公你说句话啊,宋亚轩超话歌曲:《哪吒》#宋亚轩楼永一#@时代少年团-宋亚轩#宋亚轩廿一破晓镌光出鞘#🐚#宋亚轩体贴#K体贴-时代少年团-宋亚轩K体贴L季宝儿-四季的微博视频,,,时代少年团-宋亚轩,"宋亚轩楼永一,宋亚轩 廿一破晓镌光出鞘,宋亚轩体贴",0,1,0,2025-03-28 22:58,宋亚轩超话,,"http://f.video.weibocdn.com/o0/igtcYD3Wlx081GR0Ldzy01041200l5LK0E010.mp4?label=mp4_720p&template=1276x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1743253953&ssig=lFhWpWc8Zi&KID=unistore,video",,河南,普通用户
5149306861128155,PkGHc4Ju3,7775654242,酒酱梨,#哪吒#4,,,,哪吒,0,0,0,2025-03-28 22:58,魔童哪吒超话,,,,山东,普通用户
5149306849067262,PkGHaC2Oa,5315494003,Augen_Stern39,一个人来看哪吒了ganzallein,,,,,0,0,0,2025-03-28 22:58,vivo S12,"https://wx2.sinaimg.cn/large/005NJgOfgy1hzx2ttt7p3j33342bcu0y.jpg,https://wx1.sinaimg.cn/large/005NJgOfgy1hzx2ty9avtj32bc3344qr.jpg,https://wx4.sinaimg.cn/large/005NJgOfgy1hzx2u2858xj32bc334e82.jpg",,,德国,普通用户
5149306841209474,PkGHa54DE,6142093672,云彩梦想家D,#王者荣耀回应崩了#怪不得刚回来的时候我老公说他为什么登录不了,,,,王者荣耀回应崩了,0,2,0,2025-03-28 22:58,,,,,安徽,红V
5149306827576851,PkGH8vN5h,7775654242,酒酱梨,#魔童哪吒#3,,,,魔童哪吒,0,0,0,2025-03-28 22:58,魔童哪吒超话,,,,山东,普通用户
5149306798478215,PkGH5zzzp,6554811620,星温柔闪烁,#张杰北京鸟巢限定舞台##张杰定海神针舞台##张杰演唱会主舞台贯穿鸟巢#2024年华语首个看台全开放三面台，张杰鸟巢场均动员人数6.7w，仅看台场均动员人数5.9w2025年全球首个双镜像舞台，仅看台场均动员人数5.7w，超过了99.99%的华语演唱会，剩下的0.01%是2024年的张杰就看这谁忍得住,,,,"张杰北京鸟巢限定舞台,张杰定海神针舞台,张杰演唱会主舞台贯穿鸟巢",0,1,0,2025-03-28 22:57,OPPO A97 5G,"https://wx3.sinaimg.cn/large/0079BjW4ly1hzx2rtxpoqj31ig0w44gi.jpg,https://wx4.sinaimg.cn/large/0079BjW4ly1hzx2rubo3sj31i40vcwud.jpg,https://wx1.sinaimg.cn/large/0079BjW4ly1hzx2rulteoj3140140wm8.jpg",,,陕西,普通用户
5149292223531062,PkGjAeOAC,7679050327,祺祺爱小炸,严浩翔超话#恭喜严浩翔超话发帖量破6000万#,,,,恭喜严浩翔超话发帖量破6000万,0,0,1,2025-03-28 21:59,严浩翔超话,https://wx3.sinaimg.cn/large/008nGvMrly1hzx15iyy1gj30u0140gpk.jpg,,,山东,普通用户
5149292205709635,PkGjynXkT,3152484024,我只能为你画一张卡片片,我都跟ygl说鸡要去皮去油不然猫猫消化不了他还不信邪结果把我猪猪吃吐了不追着龙兄咬也不骂人了搞得今天家里好安静原来我们家的氛围全靠这只猫连夜给猪八做它最爱的芹菜牛肉饭,,,,,0,0,0,2025-03-28 21:59,iPhone客户端,"https://wx3.sinaimg.cn/large/bbe716b8gy1hzx114l4dpj212s1fq7py.jpg,https://wx2.sinaimg.cn/large/bbe716b8gy1hzx117pd9zj22c0340b2b.jpg,https://wx4.sinaimg.cn/large/bbe716b8gy1hzx11416bbj22c0340qv6.jpg",,,广东,普通用户
5149292172416339,PkGjva8Bd,2046862301,宏康010,我发影评除了演员演的特别好会提一嘴之外几乎不提演员，只针对电影本身评价，我认为这对电影良性发展有积极作用，那些故意带演员名字甚至踩一捧一的营销号只会给乌烟瘴气的舆论带来负面影响。中国作为全球第二大电影市场，还有很大的开发潜力，今年的《哪吒2》《唐探1900》《熊出没》《误杀3》《小小的我》等影片都取得优异的票房成绩，由其是《哪吒2》更是打破票房天花板荣登全球动画电影冠军，充分证明市场有需求有潜力。对烂片的客观批评才能促进优质电影的创作，不论是业内业外都不应该维护烂片的存在，让烂片当道对国产电影是种伤害，创作者更不应该投机取巧割韭菜，让观众爱看电影走进影院只有拍出质量好的电影这一条路可走，没有捷径。,,,,,1,16,115,2025-03-28 21:59,,,,,北京,金V
5149292126803600,PkGjqsxVu,5136699979,德拉科的蜂蜜滋滋糖,#泡泡玛特哪吒盲盒转赠#转赠，藕粉吒63，可小刀，6月30发货,,,,泡泡玛特哪吒盲盒转赠,0,0,0,2025-03-28 21:59,vivo S17 Pro,,,,江苏,普通用户
5149292113429636,PkGjpeocI,1969626345,拾小柴,在看老电影，“我命由我不由天”原来是太极张三丰里的台词#哪吒2#,,,,哪吒2,0,1,0,2025-03-28 21:59,,,,,北京,黄V
5149292114223548,PkGjphIJK,5627626591,你说我多快乐,,,,,,0,0,5,2025-03-28 21:59,iPhone 15 Pro,"https://wx4.sinaimg.cn/large/0068QWKPly1hzx13qf0ftj30u01hcgx7.jpg,https://wx2.sinaimg.cn/large/0068QWKPly1hzx13zb3h7j30u00u07cy.jpg,https://wx2.sinaimg.cn/large/0068QWKPly1hzx13vo4f7j30u01hc7fw.jpg,https://wx1.sinaimg.cn/large/0068QWKPly1hzx13onkmkj30u01hdqjp.jpg,https://wx4.sinaimg.cn/large/0068QWKPly1hzx13xx2pjj30u01hch2t.jpg,https://wx1.sinaimg.cn/large/0068QWKPly1hzx13rz59sj30u01hc16z.jpg,https://wx2.sinaimg.cn/large/0068QWKPly1hzx13u6y0lj30u01hd7ll.jpg,https://wx2.sinaimg.cn/large/0068QWKPly1hzx141cmz6j30u00u0k2h.jpg,https://wx3.sinaimg.cn/large/0068QWKPly1hzx143zw6aj31910u0ti4.jpg",,,陕西,普通用户
5149292088267586,PkGjmyGMa,1980301323,找财猫,打卡三百四十三天哦豁！！！石纪元第四部完结了！！！！周末有东西好看了，已经速通3集了，果然！非常精彩！一如既往的神经和神展开XDemmm今天都周五了为什么还是这么忙？为啥有这么多事情啊，人都出差去了为啥还有这么多事情，提报单子也是不被允许的情况下，为啥还有这么多事情？春天悄悄就来了，来到了饭桌上的新鲜菜，本来路边才修剪的绿化，我还觉得绿化维护人员剪太狠了，都有点空荡荡的感觉了，上两周天热已经窜出非常鲜嫩的小绿黄叶了，小小一片嫩嫩的特别可爱，今天虽然天很冷了，但是仔细看看。。。这绿化带的小嫩绿叶。。。已经变成金刚芭比哪吒了呀==。。。已经把之前觉得空荡荡的地方几乎都已经填上了，又长得密密麻麻的了，那我能相信石纪元那种人类不能动了之后植物疯长的样子了,,,,,0,0,0,2025-03-28 21:59,微博网页版,,,,上海,普通用户
5149292085381187,PkGjmmzTl,6032103283,小杨祎kikuCecily,小🐷，告诉你个事儿，有人想你了！@鞠婧祎,,,鞠婧祎,,0,5,9,2025-03-28 21:59,鞠婧祎女友HarmonyOS设备,https://wx1.sinaimg.cn/large/006Ae5Crgy1hzx1510mfmj321y21y4qp.jpg,,,重庆,红V
5149292083810585,PkGjmfZj3,1649522970,排球评论员-贱言贱语,AG无敌了,,,,,0,7,6,2025-03-28 21:59,荣耀Magic7 Pro,,,,上海,金V
5149292064669866,PkGjkjAQq,6804726908,碳水芭比公主-发疯版,我说阅读的时候怎么有种熟悉感原来是有些学者的观点经常在相关的文章中旅游,,,,,0,2,0,2025-03-28 21:59,,,,,山东,普通用户
5149277132164737,PkFVf9597,6678126797,孙锦澜老师,"2026年教育学考研上岸计划澜带练-第72题#手中一支笔,心中一道光##今年考研预调剂要注意哪些问题#72.()即理论化、系统化的书本知识，它是人类认识的基本成果。答案24h公布",,,,"手中一支笔,心中一道光,今年考研预调剂要注意哪些问题",0,5,17,2025-03-28 21:00,微博网页版,,,,山东,红V
5149277061388742,PkFV85Ph4,6506305722,一只小镇做题家,哪吒终于要在法国上了就是合作的院线真差啊好偏僻的地方………希望日期临近有多一点,,,,,0,0,1,2025-03-28 20:59,,,,,法国,普通用户
5149277030717199,PkFV530zJ,5224892439,香辣小鸡翅膀,说我是J人吧我还没想好到底穿什么说我是P人吧我连明天应该几点起床都推出来了,,,,,0,0,0,2025-03-28 20:59,iPhone 15,,,,江苏,黄V
5149276989031344,PkFV0BTsQ,6325374885,椰樱桃芙饼,我在魔童哪吒超话抽到了SR卡“魔魅”，快来试试你的手气如何！O网页链接,,,,,0,0,0,2025-03-28 20:59,魔童哪吒超话,https://wx4.sinaimg.cn/large/006U4CXzly1hzwzelnqkkj30mz0unq5a.jpg,,,北京,红V
5149276955220048,PkFUXlTYk,5991225950,昔鸟昔鸟,知道福寿这类秋海棠叫蟆叶的时候觉得太贴切了,,,,,0,4,0,2025-03-28 20:59,iPhone客户端,"https://wx3.sinaimg.cn/large/006xszyCgy1hzwzdlmrtwj32c0340qv7.jpg,https://wx3.sinaimg.cn/large/006xszyCgy1hzwzdnyna2j32c0340npe.jpg",,,江西,普通用户
5149276943684576,PkFUWfswE,6325374885,椰樱桃芙饼,我在魔童哪吒超话抽到了SR卡“绾青丝”，快来试试你的手气如何！O网页链接,,,,,0,0,0,2025-03-28 20:59,魔童哪吒超话,https://wx2.sinaimg.cn/large/006U4CXzly1hzwzef2yamj30mz0un414.jpg,,,北京,红V
5149276939225827,PkFUVCI3F,6100159153,是之妍吖,说吃就吃,,,,,0,0,1,2025-03-28 20:59,妍宝iPhone客户端,"https://wx4.sinaimg.cn/large/006EPE3Lgy1hzwzdk7uawj30u0140tld.jpg,https://wx2.sinaimg.cn/large/006EPE3Lgy1hzwzddsuyuj30u0140n9i.jpg,https://wx1.sinaimg.cn/large/006EPE3Lgy1hzwzdh1jm2j30u0140amv.jpg",,,上海,普通用户
5149276926643695,PkFUUrSkn,6325374885,椰樱桃芙饼,我在魔童哪吒超话抽到了SR卡“穿心咒”，快来试试你的手气如何！O网页链接,,,,,0,0,0,2025-03-28 20:59,魔童哪吒超话,https://wx3.sinaimg.cn/large/006U4CXzly1hzwzechf93j30mz0unaco.jpg,,,北京,红V
5149276917730210,PkFUTwqYO,5751997733,太阳星君羲和,哪吒之魔童闹海超话,,,,,0,0,1,2025-03-28 20:59,哪吒之魔童闹海超话,https://wx3.sinaimg.cn/large/006hgNmZly1hzwzebogsnj30u01tytcs.jpg,,,山东,普通用户
5149276839351368,PkFULDeIw,2048564890,濛濛雨-彬彬鱼,#又是为赵薇心动的一天#闲情逸致静享美好时光,,,,又是为赵薇心动的一天,7,10,118,2025-03-28 20:58,微博网页版,"https://wx4.sinaimg.cn/large/7a1a9e9agy1hzwzdjbpq9j20p00faqb2.jpg,https://wx1.sinaimg.cn/large/7a1a9e9agy1hzwzdk5fgzj20p00fdgrc.jpg,https://wx1.sinaimg.cn/large/7a1a9e9agy1hzwzdojn2sj20p00f77av.jpg,https://wx1.sinaimg.cn/large/7a1a9e9agy1hzwzdq36cpj20p00foq96.jpg,https://wx3.sinaimg.cn/large/7a1a9e9agy1hzwzdv2mj6j20p00fdn3r.jpg,https://wx1.sinaimg.cn/large/7a1a9e9agy1hzwzdsvzq9j20p00fidme.jpg,https://wx3.sinaimg.cn/large/7a1a9e9agy1hzwzdx97lhj20p00flwll.jpg,https://wx2.sinaimg.cn/large/7a1a9e9agy1hzwzdzmjjsj20p00fgtd7.jpg",,,江苏,红V
5149262032409846,PkFwTa6Uu,5606975460,破壳嗨皮,好像没有那么焦虑了因为我想的，和我看到的是反着。丧一下就好，该打的仗该奋斗的东西一分不少。他人是他人，自己的社会价值是自己。,,,,,0,2,0,2025-03-28 20:00,iPhone客户端,,,,海南,普通用户
5149262032929790,PkFwTciaG,1644948230,北京头条,【#景区回应哪吒雕塑重塑又翻车#：因侵权封存，会再做一个】近日，广东揭阳万竹园景区哪吒雕塑被吐槽像光头强，引发热议。3月27日，有市民发现，景区哪吒雕塑2.0版本已基本完工。视频发布后，有网友认为：#像光头强的哪吒雕塑重塑又翻车#！记者从为哪吒“重塑肉身”的工作室了解到，因版权问题，刚重塑完成的哪吒已经封存起来。对此，景区证实该消息，“这个不能对外展出了，后续我们会再做一个哪吒。”O封面新闻,,广东,,"景区回应哪吒雕塑重塑又翻车,像光头强的哪吒雕塑重塑又翻车",1,0,0,2025-03-28 20:00,微博网页版,"https://wx4.sinaimg.cn/large/001Nk2b4ly1hzwqh60lv3j60r40qo7ab02.jpg,https://wx4.sinaimg.cn/large/001Nk2b4ly1hzwqh60hz5j60qo1betbm02.jpg",,,,普通用户
5149262032144516,PkFwT8ZSY,6678126797,孙锦澜老师,"2026年教育学考研上岸计划澜带练-第71题#手中一支笔,心中一道光##差点以为自己是读书的料了#71.课程内容的选择包括()的选择与()的选择。答案24h公布",,,,"手中一支笔,心中一道光,差点以为自己是读书的料了",0,2,19,2025-03-28 20:00,微博网页版,,,,山东,红V
